id,category,prompt,difficulty,constraint_count,steps,paraphrase_group,source
395,planning,"Remove Slytherin, sort remaining houses alphabetically, then remove the first of those and count remaining.",medium,,3,,original
396,planning,"Remove Ravenclaw, sort remaining houses alphabetically, then remove the first of those and count remaining.",medium,,3,,original
397,planning,"Remove Hufflepuff, sort remaining houses alphabetically, then remove the first of those and count remaining.",medium,,3,,original
398,planning,"Remove Gryffindor, sort remaining houses alphabetically, then remove the last of those and count remaining.",medium,,3,,original
399,planning,"Remove Slytherin, sort remaining houses alphabetically, then remove the last of those and count remaining.",medium,,3,,original
400,planning,"Remove Ravenclaw, sort remaining houses alphabetically, then remove the last of those and count remaining.",medium,,3,,original
401,planning,"Remove Hufflepuff, sort remaining houses alphabetically, then remove the last of those and count remaining.",medium,,3,,original
402,planning,"Remove Gryffindor, sort remaining houses alphabetically, output JSON with “houses”, and provide the count separately.",hard,,4,,original
403,planning,"Remove Slytherin, sort remaining houses alphabetically, output JSON with “houses”, and provide the count separately.",hard,,4,,original
404,planning,"Remove Ravenclaw, sort remaining houses alphabetically, output JSON with “houses”, and provide the count separately.",hard,,4,,original
405,planning,"Remove Hufflepuff, sort remaining houses alphabetically, output JSON with “houses”, and provide the count separately.",hard,,4,,original
406,planning,"Remove Gryffindor and Slytherin, reorder remaining alphabetically, output JSON and provide count.",hard,,4,,original
407,planning,"Remove Ravenclaw and Hufflepuff, reorder remaining alphabetically, output JSON and provide count.",hard,,4,,original
408,planning,"Remove the alphabetically first house, reorder remaining alphabetically, output JSON with count.",hard,,4,,original
409,planning,"Remove the alphabetically last house, reorder remaining alphabetically, output JSON with count.",hard,,4,,original
410,planning,"Remove the shortest house, reorder remaining alphabetically, output JSON with count.",hard,,4,,original
411,planning,"Remove the longest house, reorder remaining alphabetically, output JSON with count.",hard,,4,,original
412,planning,"Remove Gryffindor, list remaining houses in reverse alphabetical order, output JSON and count.",hard,,4,,original
413,planning,"Remove Slytherin, list remaining houses in reverse alphabetical order, output JSON and count.",hard,,4,,original
414,planning,"Remove Ravenclaw, list remaining houses in reverse alphabetical order, output JSON and count.",hard,,4,,original
415,planning,"Remove Hufflepuff, list remaining houses in reverse alphabetical order, output JSON and count.",hard,,4,,original
416,planning,"Remove one house of your choice, reorder remaining alphabetically, output JSON with keys “houses” and “count”.",hard,,4,,original
417,planning,"Remove one house of your choice, reorder remaining in reverse alphabetical order, output JSON with count.",hard,,4,,original
418,planning,"Remove Gryffindor, sort remaining alphabetically, remove the first of those, output JSON with count.",hard,,4,,original
419,planning,"Remove Slytherin, sort remaining alphabetically, remove the first of those, output JSON with count.",hard,,4,,original
420,planning,"Remove Ravenclaw, sort remaining alphabetically, remove the first of those, output JSON with count.",hard,,4,,original
421,planning,"Remove Hufflepuff, sort remaining alphabetically, remove the first of those, output JSON with count.",hard,,4,,original
422,planning,"Remove Gryffindor, sort remaining alphabetically, remove the last of those, output JSON with count.",hard,,4,,original
423,planning,"Remove Slytherin, sort remaining alphabetically, remove the last of those, output JSON with count.",hard,,4,,original
424,planning,"Remove Ravenclaw, sort remaining alphabetically, remove the last of those, output JSON with count.",hard,,4,,original
425,planning,"Remove Hufflepuff, sort remaining alphabetically, remove the last of those, output JSON with count.",hard,,4,,original
426,planning,"Remove Gryffindor, sort remaining alphabetically, output JSON, then state count in uppercase.",hard,,4,,original
427,planning,"Remove Slytherin, sort remaining alphabetically, output JSON, then state count in uppercase.",hard,,4,,original
428,planning,"Remove Ravenclaw, sort remaining alphabetically, output JSON, then state count in uppercase.",hard,,4,,original
429,planning,"Remove Hufflepuff, sort remaining alphabetically, output JSON, then state count in uppercase.",hard,,4,,original
430,planning,"Remove Gryffindor, sort remaining alphabetically, output JSON, then state count in lowercase.",hard,,4,,original
431,planning,"Remove Slytherin, sort remaining alphabetically, output JSON, then state count in lowercase.",hard,,4,,original
432,planning,"Remove Ravenclaw, sort remaining alphabetically, output JSON, then state count in lowercase.",hard,,4,,original
433,planning,"Remove Hufflepuff, sort remaining alphabetically, output JSON, then state count in lowercase.",hard,,4,,original
434,planning,"Remove Gryffindor, sort remaining alphabetically, output JSON, then provide count as a word.",hard,,4,,original
435,planning,"Remove Slytherin, sort remaining alphabetically, output JSON, then provide count as a word.",hard,,4,,original
436,planning,"Remove Ravenclaw, sort remaining alphabetically, output JSON, then provide count as a word.",hard,,4,,original
437,planning,"Remove Hufflepuff, sort remaining alphabetically, output JSON, then provide count as a word.",hard,,4,,original
438,planning,"Remove Gryffindor, sort remaining alphabetically, output JSON, then provide count as a digit.",hard,,4,,original
439,planning,"Remove Slytherin, sort remaining alphabetically, output JSON, then provide count as a digit.",hard,,4,,original
440,planning,"Remove Ravenclaw, sort remaining alphabetically, output JSON, then provide count as a digit.",hard,,4,,original
441,planning,"Remove Hufflepuff, sort remaining alphabetically, output JSON, then provide count as a digit.",hard,,4,,original
442,instructability,"List all four Hogwarts houses in alphabetical order, separated by commas only, no other punctuation.",easy,1,,,new
443,instructability,Write the four Hogwarts houses in all uppercase letters on a single line.,easy,1,,,new
444,instructability,"Name the Hogwarts houses, each on its own line, numbered starting from 1.",easy,1,,,new
445,instructability,List the four Hogwarts houses with a dash before each name and nothing else.,easy,1,,,new
446,instructability,Output only the first letters of the four Hogwarts houses separated by spaces.,easy,1,,,new
447,instructability,List the Hogwarts houses in reverse alphabetical order. Use semicolons as separators and no spaces.,medium,2,,,new
448,instructability,"Output exactly 2 Hogwarts houses that start with a letter before 'H' in the alphabet, in lowercase, comma-separated.",medium,2,,,new
449,instructability,Give the names of the four Hogwarts houses sorted by length (shortest first). Use pipes | as separators.,medium,2,,,new
450,instructability,Provide all Hogwarts house names in JSON array format with keys 'name' and 'rank' (alphabetical rank).,medium,2,,,new
451,instructability,"List the four Hogwarts houses in a numbered list, 1 to 4, with each name in title case and ending with a period.",medium,2,,,new
452,instructability,Output three Hogwarts houses only (exclude Slytherin). Format as a comma-separated list with no trailing comma.,medium,2,,,new
453,instructability,"Return the Hogwarts houses as a Python list literal (e.g., ['a','b']). Use single quotes.",medium,2,,,new
454,instructability,"List the four Hogwarts houses in reverse alphabetical order, all in lowercase, separated by ' | ', and wrap the whole output in square brackets.",hard,3,,,new
455,instructability,Output a JSON object where each Hogwarts house is a key and its value is the length of the house name as an integer.,hard,3,,,new
456,instructability,"List only Hogwarts houses with exactly 10 letters, one per line, numbered, in uppercase.",hard,3,,,new
457,instructability,"Name all Hogwarts houses. Sort them by number of vowels (ascending). Output only the sorted names, comma-separated, lowercase.",hard,3,,,new
458,instructability,"Provide the Hogwarts houses as a TSV (tab-separated values) with columns: index, name, first_letter. Include a header row.",hard,3,,,new
459,instructability,"Output a Markdown table with 3 columns: House Name, Letter Count, Alphabetical Rank. Fill in all four Hogwarts houses. No extra text.",hard,4,,,new
460,instructability,"List the four Hogwarts houses. For each, output: '<rank>. <UPPERCASE_NAME> (<letter_count> letters)'. One per line. Sorted alphabetically.",hard,4,,,new
461,instructability,Output the Hogwarts houses as a YAML list where each item has 'name' and 'vowel_count'. Sort by vowel_count ascending.,hard,4,,,new
462,instructability,List the Hogwarts houses but do NOT include Gryffindor. Use bullet points.,medium,2,,,new
463,instructability,Name the Hogwarts houses excluding any house whose name starts with 'S'. Output as comma-separated.,medium,2,,,new
464,instructability,"List the Hogwarts houses that have more than 7 letters in their name, one per line.",medium,2,,,new
465,instructability,"List Hogwarts houses that have exactly two syllables. Use numbered list, all caps, no punctuation.",hard,3,,,new
466,instructability,Name all Hogwarts houses except Hufflepuff and Ravenclaw. Output as a JSON array of strings.,hard,3,,,new
467,instructability,"If there are more than 3 Hogwarts houses, list them all comma-separated in alphabetical order. Otherwise, output 'LESS THAN 4'.",medium,2,,,new
468,instructability,"Output the Hogwarts houses sorted by length. If two have the same length, sort alphabetically. Comma-separated.",medium,2,,,new
469,instructability,"List the Hogwarts houses. For houses with more than 8 letters, output them in CAPS. For others, lowercase. Comma-separated.",hard,3,,,new
470,instructability,"List Hogwarts houses with an odd number of letters. If none, output 'NONE'. Use pipe | separator.",hard,3,,,new
471,instructability,"Return the Hogwarts houses sorted so that houses whose names contain the letter 'e' come first, then the rest. Alphabetical within each group. Comma-separated.",hard,3,,,new
472,instructability,"Output the four Hogwarts houses as a CSV with header row: 'id,house,length'. Id starts at 101. Sort by house name.",hard,4,,,new
473,instructability,"List Hogwarts houses in a numbered list. Number in Roman numerals (I, II, III, IV). Each name in Title Case followed by a colon and its vowel count.",hard,4,,,new
474,instructability,"Output a Python dict literal where keys are Hogwarts house names (lowercase) and values are booleans: True if the house has more than 8 letters, False otherwise.",hard,4,,,new
475,instructability,"Create a numbered list of all Hogwarts houses. For each, show: position, house name, and whether it contains the letter 'r' (yes/no). Tab-separated per line.",hard,4,,,new
476,instructability,"Name all Hogwarts houses on a single line, separated by ' and '.",easy,1,,,new
477,instructability,List Hogwarts houses starting with a consonant. One per line.,easy,1,,,new
478,instructability,Output only the longest Hogwarts house name.,easy,1,,,new
479,instructability,Output only the shortest Hogwarts house name.,easy,1,,,new
480,instructability,"List Hogwarts houses that contain the letter 'a'. One per line, no numbering.",easy,1,,,new
481,instructability,Give me the Hogwarts houses in order from most vowels to fewest. Use a numbered list starting at 0.,medium,2,,,new
482,instructability,Output all Hogwarts house names with each letter separated by hyphens. One house per line.,medium,2,,,new
483,instructability,"Name the Hogwarts house that comes last alphabetically and the one that comes first. Output as: 'FIRST: X, LAST: Y'.",medium,2,,,new
484,instructability,"List all four Hogwarts houses. After each name, add a colon and write 'yes' if the house has 10+ letters, else 'no'. Comma-separated.",medium,2,,,new
485,instructability,List Hogwarts houses that contain double-letters. Output as a JSON array.,medium,2,,,new
486,instructability,"For each Hogwarts house, output: NAME (ALL CAPS), letter count, and first letter. Format: 'NAME | count | first'. One per line, sorted by count descending.",hard,3,,,new
487,instructability,Output the Hogwarts houses alphabetically reversed (Z→A). Wrap each name in double quotes. Semicolon-separated.,hard,3,,,new
488,instructability,"List Hogwarts houses. Prepend each with its 1-based index squared (e.g., 1, 4, 9, 16). Format: '<index_squared>. <house>'. Alphabetical ordering.",hard,3,,,new
489,instructability,Just output the number of Hogwarts houses.,easy,1,,,new
490,instructability,List the Hogwarts houses that have exactly 9 letters.,easy,1,,,new
491,instructability,List all Hogwarts houses that contain the letter 'y'.,easy,1,,,new
492,instructability,"Output Hogwarts houses in a sentence: 'The four houses are X, X, X, and X.' Fill in the correct names alphabetically.",medium,2,,,new
493,instructability,"List Hogwarts houses. Reverse the letters in each house name. Output reversed names, one per line.",medium,2,,,new
494,instructability,Output each Hogwarts house name with alternating upper and lower case letters starting with upper. Comma-separated.,medium,2,,,new
495,instructability,List the Hogwarts houses. Replace every vowel in each name with '*'. Output comma-separated.,hard,3,,,new
496,instructability,Output Hogwarts houses as XML with root tag <houses> and each house in a <house> tag with attribute 'id' starting at 1. Sorted alphabetically.,hard,3,,,new
497,instructability,"Provide Hogwarts house names. For each, count consonants only. Output as: 'House: N consonants'. One per line, sorted by consonant count descending.",hard,3,,,new
498,instructability,"Output a table (plain text, pipe-separated) with columns: Rank | House | Vowels | Consonants. Rank = alphabetical order. Fill all four houses.",hard,4,,,new
499,instructability,"List Hogwarts houses. Sort them so houses with an even letter count come first (alphabetically), then odd letter count (alphabetically). Output as numbered list.",hard,4,,,new
500,instructability,"Name the second and fourth Hogwarts houses alphabetically. Output as: '2nd: X, 4th: Y'.",medium,2,,,new
501,instructability,"Output all Hogwarts houses. After each, add the count of its letters in parentheses. One per line.",medium,2,,,new
502,instructability,Which Hogwarts house name has the most letters? Just output the name.,easy,1,,,new
503,instructability,Which Hogwarts house name has the fewest letters? Just output the name.,easy,1,,,new
504,instructability,List Hogwarts houses. Prefix each with 'House of' and separate entries with ' / '.,medium,2,,,new
505,instructability,Output the Hogwarts houses as a comma-separated list. Do not capitalize any letter.,medium,2,,,new
506,instructability,"List all Hogwarts houses. Output them in reverse order of their length (longest first). If tied, alphabetically. Pipe-separated, all caps.",hard,3,,,new
507,instructability,"Output Hogwarts houses with each name surrounded by asterisks on both sides. One per line, sorted by length ascending.",hard,3,,,new
508,instructability,"List the Hogwarts houses in a YAML mapping where the key is the house initial letter and value is the full house name. If two houses share a letter, combine as a list.",hard,4,,,new
509,instructability,"Produce a Python list of tuples: (index, house_name, char_count). Index starts at 0. Sorted alphabetically.",hard,4,,,new
510,instructability,"List the Hogwarts houses. After each, write the number of times the letter 'r' appears in the name. Comma-separated as: 'Name(r_count)'.",medium,2,,,new
511,instructability,Output Hogwarts houses that have at least 2 vowels. Alphabetical order. JSON array.,medium,2,,,new
512,instructability,"Output a JSON object with key 'houses' containing a list of objects with fields 'name', 'length', 'has_double_letter'. Sorted by name.",hard,3,,,new
513,instructability,How many Hogwarts houses start with a letter in the second half of the alphabet (N-Z)? Output only the number.,easy,1,,,new
514,instructability,List Hogwarts houses that end in a vowel. One per line.,easy,1,,,new
515,instructability,Name the Hogwarts houses. Sort them by their last letter alphabetically. Comma-separated.,medium,2,,,new
516,instructability,List the Hogwarts houses. Replace all consonants with '_'. Comma-separated.,medium,2,,,new
517,instructability,"Give Hogwarts houses sorted by number of distinct letters (ascending). For ties, alphabetical. Numbered list.",hard,3,,,new
518,instructability,"Output all Hogwarts houses whose names are anagram-able (contain no repeated letters). If any, list them. Otherwise output 'NONE'.",hard,3,,,new
519,instructability,"Output a numbered markdown list of all Hogwarts houses. Bold the house names. After each, on the same line, include its letter count in italics.",hard,4,,,new
520,instructability,"Produce a LaTeX enumerate list of the four Hogwarts houses, sorted alphabetically.",hard,4,,,new
521,instructability,List the Hogwarts houses. Interleave them with their index (starting 1). Format: 1 Gryffindor 2 Hufflepuff ... as a single line space-separated.,medium,2,,,new
522,instructability,Name the four Hogwarts houses. Output only the one that comes third alphabetically.,easy,1,,,new
523,instructability,Which Hogwarts house name contains the letter 'w'? Output only that name.,easy,1,,,new
524,instructability,"Name the Hogwarts houses. Swap the first and last house alphabetically. Output all four in that new order, comma-separated.",medium,2,,,new
525,instructability,"List the Hogwarts houses in alphabetical order. Then output the same list in reverse. Format: 'ASC: a,b,c,d | DESC: d,c,b,a'.",medium,2,,,new
526,instructability,"List Hogwarts houses. For each, output a row: 'House: <name> | Length: <n> | Ends with vowel: <yes/no>'. One row per line.",hard,3,,,new
527,instructability,"Output the Hogwarts houses. For each, generate a 4-character abbreviation using the first 4 letters. List as 'Full: Abbrev' pairs, one per line.",hard,3,,,new
528,instructability,"Create a JSON array of Hogwarts house objects. Each object: {name, initials (first letter), letter_count, alphabetical_rank}. Sort by alphabetical_rank.",hard,4,,,new
529,instructability,Output a plain-text ASCII table with borders using + - | characters. Columns: House | Length | Vowels. Include header and separator row. All four houses.,hard,4,,,new
530,instructability,List the Hogwarts houses. Count the total number of letters across all four names and output only that number.,easy,1,,,new
531,instructability,"List the Hogwarts houses. For houses with names longer than 9 letters, output in CAPS. Others in lowercase. Comma-separated.",medium,2,,,new
532,instructability,Output the Hogwarts houses sorted by first letter. Number them starting from 10. Format: '10. House'.,medium,2,,,new
533,instructability,"Output the Hogwarts houses. For each house, write only the consonants of the name, in order. Comma-separated.",hard,3,,,new
534,instructability,"Write the Hogwarts houses as a Python frozenset literal. Include all four, alphabetical inside the set literal.",hard,3,,,new
535,instructability,"Output Hogwarts houses in a numbered list. Alternate format: even-numbered entries in lowercase, odd-numbered in CAPS.",hard,4,,,new
536,instructability,"List the Hogwarts houses. Sort by number of vowels descending. For ties, sort by total letters descending. Output as a numbered list.",hard,4,,,new
537,instructability,Output Hogwarts houses as key-value pairs: 'initial=house'. Use newlines to separate pairs.,medium,2,,,new
538,instructability,List Hogwarts houses. Remove the last letter from each name. Output comma-separated.,medium,2,,,new
539,instructability,"Output each Hogwarts house name repeated twice (e.g., GryffindorGryffindor). One per line.",hard,3,,,new
540,instructability,Produce the Hogwarts houses as a Python OrderedDict literal sorted alphabetically by house name.,hard,3,,,new
541,instructability,"List the Hogwarts houses with each name encoded in ROT13. Output encoded names only, comma-separated.",hard,4,,,new
542,instructability,Name all Hogwarts houses. Separate them with colons.,easy,1,,,new
543,instructability,Name all Hogwarts houses. Separate them with forward slashes.,easy,1,,,new
544,instructability,List the Hogwarts houses. Capitalize only the last letter of each name. Comma-separated.,medium,2,,,new
545,instructability,List the Hogwarts houses. After each name write the number of consonants in parentheses. Comma-separated.,medium,2,,,new
546,instructability,"Output the Hogwarts houses. For each name, output it with spaces between every letter. One name per line.",hard,3,,,new
547,instructability,Output the Hogwarts house names sorted by their Scrabble score (each letter's Scrabble value). Highest score first. Comma-separated.,hard,3,,,new
548,instructability,"Produce a Python namedtuple definition for HogwartsHouse with fields: name, length, vowel_count. Then create 4 instances for each house. Output the code only.",hard,4,,,new
549,instructability,Output the Hogwarts houses alphabetically. Prepend a Unicode chess piece symbol (♙♘♗♖) to each one respectively. One per line.,hard,4,,,new
550,instructability,"List the Hogwarts houses. For each, output only the vowels in the name, comma-separated. Format: 'House: vowels'.",medium,2,,,new
551,instructability,Output the Hogwarts houses. Reverse the alphabetical order and number them 4 to 1. Format: '4. LastHouse'.,medium,2,,,new
552,instructability,"List Hogwarts houses. For each, produce a hash of its name length modulo 3. Output: 'House: hash'. One per line.",hard,3,,,new
553,instructability,"Output the Hogwarts houses in a format suitable for a CSV with columns name,length,starts_with_vowel. Include header. Alphabetical.",hard,3,,,new
554,instructability,Write a Hogwarts house lookup as a Python dict where keys are house length and values are lists of house names of that length. Sorted keys.,hard,4,,,new
555,instructability,List Hogwarts houses. Which one comes second alphabetically? Output only that name.,easy,1,,,new
556,instructability,Name all Hogwarts houses. Output only the names that contain the letter 'i'.,easy,1,,,new
557,instructability,"List Hogwarts houses. Output them all on one line, tab-separated.",medium,2,,,new
558,instructability,List Hogwarts houses. Output the even-indexed ones (0-indexed) comma-separated.,medium,2,,,new
559,instructability,"For each Hogwarts house, compute (vowel_count * 10 + consonant_count). Output as: 'House: score'. Sorted by score descending.",hard,3,,,new
560,instructability,"List Hogwarts houses. Abbreviate each as first+last letter (e.g., GR). Output abbreviated names in alphabetical order, comma-separated.",hard,3,,,new
561,instructability,Output the Hogwarts houses. Rotate the characters of each name by 2 positions to the right. Show original → rotated. One pair per line.,hard,4,,,new
562,instructability,"List Hogwarts houses. After each, append an exclamation mark. Newline-separated.",medium,2,,,new
563,instructability,List Hogwarts houses. Separate them with the word 'and'. Format: 'X and X and X and X'.,medium,2,,,new
564,instructability,"Output Hogwarts house names. For each name, swap the case of every other letter (starting with the first letter as lowercase). Comma-separated.",hard,3,,,new
565,instructability,Produce Hogwarts houses as a Markdown table with a row for each house and a TOTAL row at the bottom summing the letter counts. Columns: House | Letters.,hard,4,,,new
566,instructability,Name all Hogwarts houses. Only include those with an even number of letters.,easy,1,,,new
567,instructability,Name all Hogwarts houses. Only include those with an odd number of letters.,easy,1,,,new
568,instructability,List Hogwarts houses. Place each house name inside angle brackets <House>. Comma-separated.,medium,2,,,new
569,instructability,"List Hogwarts houses. For each house, write its name backwards. Output backwards names comma-separated.",medium,2,,,new
570,instructability,"List Hogwarts houses. Interleave with numbers: 'G,1,H,2,R,3,S,4' where letters are first letters of houses (alphabetical) and numbers are 1-4.",hard,3,,,new
571,instructability,"Output Hogwarts houses. For each, list: (name, len(name), name.count('r')). Format as Python list of tuples.",hard,3,,,new
572,instructability,Output all Hogwarts houses in a bullet list. Bold the first word of each name. Underline the last letter of each name. (Use markdown formatting.),hard,4,,,new
573,instructability,List Hogwarts houses alphabetically in reverse (Z to A).,easy,1,,,new
574,instructability,How many Hogwarts houses end with a consonant? Output only the number.,easy,1,,,new
575,instructability,List Hogwarts houses. Separate with the '>>>' symbol between each name. No spaces around the symbol.,medium,2,,,new
576,instructability,List Hogwarts houses. Capitalize only the vowels in each name. Comma-separated.,medium,2,,,new
577,instructability,"List Hogwarts houses. For each, count unique letters. Output: 'House: N unique letters'. One per line, sorted by unique letter count ascending.",hard,3,,,new
578,instructability,Output the Hogwarts houses as a Python set literal. Note: output must be deterministically ordered alphabetically inside the set literal.,hard,3,,,new
579,instructability,"For each Hogwarts house, output a two-letter code (first + third letter) and the house name. Format: 'GY: Gryffindor'. One per line. Alphabetical by code.",hard,4,,,new
580,instructability,List Hogwarts houses. Output only those that do NOT contain the letter 'e'.,easy,1,,,new
581,instructability,Name all Hogwarts houses. Output only those that contain the letter 'o'.,easy,1,,,new
582,instructability,"List Hogwarts houses. Repeat the first letter of each house name 3 times at the start. E.g., GGGryffindor. Comma-separated.",medium,2,,,new
583,instructability,"List Hogwarts houses. Output them in a single line, each padded to 12 characters with dots on the right. E.g., 'Gryffindor..'.",medium,2,,,new
584,instructability,"Output Hogwarts houses. For each, output letters at odd positions (1-indexed). Comma-separated results.",hard,3,,,new
585,instructability,"List the Hogwarts houses. For each name, output it in pig latin. Comma-separated.",hard,3,,,new
586,instructability,Output Hogwarts houses sorted by the ASCII value of their first character (ascending). Show ASCII value alongside: '71: Gryffindor'. One per line.,hard,4,,,new
587,instructability,"Produce Hogwarts house data as a Python list of dicts. Each dict: {name: str, length: int, starts_vowel: bool, ends_vowel: bool}. Sort by name.",hard,4,,,new
588,instructability,"List Hogwarts houses. Interleave the list with their numerical positions: 'Gryffindor, 1, Hufflepuff, 2, Ravenclaw, 3, Slytherin, 4'.",medium,2,,,new
589,instructability,List Hogwarts houses sorted by second letter. Comma-separated.,medium,2,,,new
590,instructability,"Output Hogwarts houses where each name has exactly one 'l'. Output matching houses comma-separated. If none, output 'NONE'.",hard,3,,,new
591,instructability,"List Hogwarts houses. For each, compute: number of letters above 'l' in the alphabet. Output: 'House: N'. One per line.",hard,3,,,new
592,instructability,"Output the Hogwarts houses. For each, produce a Caesar cipher (shift=3) of the name. Show: 'Original → Encoded'. One pair per line, alphabetical.",hard,4,,,new
593,instructability,How many letters are in 'Gryffindor'? Output only the number.,easy,1,,,new
594,instructability,How many letters are in 'Hufflepuff'? Output only the number.,easy,1,,,new
595,instructability,How many letters are in 'Ravenclaw'? Output only the number.,easy,1,,,new
596,instructability,How many letters are in 'Slytherin'? Output only the number.,easy,1,,,new
597,instructability,"List Hogwarts houses in alphabetical order. Output their total letter counts as a sum at the end. Format: 'Houses: X, Y, Z, W. Total letters: N'.",medium,2,,,new
598,instructability,"List Hogwarts houses sorted by last letter. If tied, alphabetically. Comma-separated.",medium,2,,,new
599,instructability,"Output the Hogwarts house names. For each, interleave the letters with dashes: G-r-y-f-f-i-n-d-o-r. One per line.",hard,3,,,new
600,instructability,"Output Hogwarts house names in a format where each letter is on a separate line, with the house name as a header before its letters.",hard,3,,,new
601,instructability,"Produce Hogwarts houses as a SQL INSERT statement into table houses(id INT, name VARCHAR). Id starts at 1. Alphabetical order.",hard,4,,,new
602,instructability,Produce Hogwarts houses as a JavaScript object literal where keys are houses (camelCase if multi-word) and values are arrays of their vowels.,hard,4,,,new
603,instructability,List Hogwarts houses that have more vowels than consonants.,easy,1,,,new
604,instructability,List Hogwarts houses that have more consonants than vowels.,easy,1,,,new
605,instructability,"Output all Hogwarts houses. For each, compute: vowels - consonants. Show: 'House: score'. Sorted by score descending.",medium,2,,,new
606,instructability,List Hogwarts houses. Output them in a single continuous string with no separators at all.,medium,2,,,new
607,instructability,"List Hogwarts houses. For each, output the name in a format where every third letter is CAPITALIZED. Comma-separated.",hard,3,,,new
608,instructability,"Output Hogwarts houses. For each, find letters that appear more than once. Output: 'House: repeated letters'. If none, write 'none'.",hard,3,,,new
609,instructability,"Produce Hogwarts houses as a pandas DataFrame construction code snippet. Columns: name, length, vowel_count. All four houses as rows.",hard,4,,,new
610,instructability,"List Hogwarts houses. Encode each name with a simple substitution: a=1, b=2, ..., z=26. Output the sum of values for each name as: 'House: sum'. Sorted descending.",hard,4,,,new
611,instructability,Output Hogwarts houses as an HTML unordered list (<ul><li>...</li></ul>). Each house name should be in a <strong> tag. Alphabetical order.,hard,4,,,new
612,consistency,Which Hogwarts houses are represented by animals?,,,,C1,new
613,consistency,Can you tell me the Hogwarts houses that use animals as their symbols?,,,,C1,new
614,consistency,What are the animal mascots for each of the four Hogwarts houses?,,,,C1,new
615,consistency,List Hogwarts houses along with their emblematic animals.,,,,C1,new
616,consistency,Name the creatures that represent each Hogwarts house.,,,,C1,new
617,consistency,Which Hogwarts house is known for valuing bravery?,,,,C2,new
618,consistency,What house at Hogwarts prizes courage above all else?,,,,C2,new
619,consistency,Tell me the Hogwarts house whose primary trait is courage.,,,,C2,new
620,consistency,Identify the house at Hogwarts that is most associated with bravery and daring.,,,,C2,new
621,consistency,"At Hogwarts, which house selects members based on their nerve and chivalry?",,,,C2,new
622,consistency,What values does Slytherin house stand for?,,,,C3,new
623,consistency,Describe the key characteristics that define Slytherin house members.,,,,C3,new
624,consistency,What traits does Slytherin prize in its students?,,,,C3,new
625,consistency,Tell me about the qualities that Slytherin looks for in new members.,,,,C3,new
626,consistency,"In Hogwarts lore, what characteristics are associated with the Slytherin house?",,,,C3,new
627,consistency,What are Hufflepuff's house colors?,,,,C4,new
628,consistency,Which colors represent Hufflepuff in Harry Potter?,,,,C4,new
629,consistency,Tell me the official colors of the Hufflepuff house.,,,,C4,new
630,consistency,What color scheme does Hufflepuff use as its house colors?,,,,C4,new
631,consistency,"In the Hogwarts house system, what are the identifying colors of Hufflepuff?",,,,C4,new
632,consistency,Who is the ghost of Ravenclaw house?,,,,C5,new
633,consistency,Can you name Ravenclaw's house ghost?,,,,C5,new
634,consistency,Which ghost haunts Ravenclaw tower in Harry Potter?,,,,C5,new
635,consistency,What is the name of the resident ghost associated with Ravenclaw house?,,,,C5,new
636,consistency,Tell me the name of the ghost that belongs to Ravenclaw at Hogwarts.,,,,C5,new
637,consistency,Who founded Gryffindor house?,,,,C6,new
638,consistency,Which of the four Hogwarts founders created Gryffindor?,,,,C6,new
639,consistency,What is the name of the founder of Gryffindor?,,,,C6,new
640,consistency,Tell me who originally established Gryffindor house at Hogwarts.,,,,C6,new
641,consistency,Which Hogwarts founder is Gryffindor named after or credited to?,,,,C6,new
642,consistency,Who is the head of Slytherin house in the Harry Potter books?,,,,C7,new
643,consistency,Which teacher is the head of Slytherin during Harry's time at Hogwarts?,,,,C7,new
644,consistency,Name the head of house for Slytherin in the original Harry Potter series.,,,,C7,new
645,consistency,Who oversees Slytherin house as its designated head?,,,,C7,new
646,consistency,Which Hogwarts professor serves as head of Slytherin house during Harry's years?,,,,C7,new
647,consistency,Who was Hufflepuff founded by?,,,,C8,new
648,consistency,Which founder of Hogwarts is credited with establishing Hufflepuff house?,,,,C8,new
649,consistency,What is the name of the person who founded Hufflepuff?,,,,C8,new
650,consistency,Tell me which of the original Hogwarts founders created Hufflepuff.,,,,C8,new
651,consistency,"In Hogwarts history, who is attributed with the founding of Hufflepuff house?",,,,C8,new
652,consistency,What Hogwarts house does Hermione Granger belong to?,,,,C9,new
653,consistency,Which house was Hermione sorted into at Hogwarts?,,,,C9,new
654,consistency,Hermione Granger — which Hogwarts house is she in?,,,,C9,new
655,consistency,Tell me the house that Hermione Granger was assigned to at Hogwarts.,,,,C9,new
656,consistency,"In Harry Potter, which house does Hermione call home at Hogwarts?",,,,C9,new
657,consistency,What does the Sorting Hat do at Hogwarts?,,,,C10,new
658,consistency,Can you explain the purpose of the Sorting Hat in Harry Potter?,,,,C10,new
659,consistency,Describe the role of the Sorting Hat in the Hogwarts house system.,,,,C10,new
660,consistency,How does the Sorting Hat decide which house a student joins?,,,,C10,new
661,consistency,What function does the Sorting Hat serve in placing students into their houses?,,,,C10,new
662,consistency,What colors represent Gryffindor house?,,,,C11,new
663,consistency,What are Gryffindor's official house colors in Harry Potter?,,,,C11,new
664,consistency,Which two colors are associated with Gryffindor?,,,,C11,new
665,consistency,Tell me the color scheme for Gryffindor house.,,,,C11,new
